,DispNum3,DispNum4,StDay,StMon,StYear,EndDay,EndMon,EndYear,Outcome,Settle,Fatality,FatalPre,MaxDur,MinDur,HiAct,HostLev,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version
1319,2850,,19.0,3,1957,19.0,3,1957,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1320,2852,,4.0,6,1958,5.0,10,1958,5.0,3.0,0.0,0.0,124,124,15,4,0,1,1,0,0,0.0,0,4.01
1321,2853,,7.0,5,1958,7.0,5,1958,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1322,2854,,8.0,6,1958,19.0,7,1958,7.0,3.0,0.0,0.0,42,42,15,4,1,1,1,0,0,0.0,0,4.01
1323,2855,,2.0,6,1958,30.0,6,1958,7.0,3.0,0.0,0.0,29,29,15,4,1,1,1,0,0,0.0,0,4.01
1324,2856,,16.0,4,1958,17.0,4,1958,5.0,3.0,0.0,0.0,2,2,16,4,0,1,2,0,0,0.0,0,4.01
1325,2857,,7.0,1,1958,10.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01
1326,2858,,1.0,1,1958,4.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01
1327,2859,,20.0,3,1959,11.0,5,1959,7.0,3.0,0.0,0.0,53,53,15,4,0,1,1,0,0,0.0,0,4.01
1328,2860,,28.0,3,1959,28.0,3,1959,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
1329,2861,,27.0,1,1959,24.0,8,1959,5.0,3.0,0.0,0.0,210,210,15,4,0,1,1,0,0,0.0,0,4.01
1330,2862,,28.0,2,1959,28.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1331,2863,,28.0,2,1959,6.0,3,1959,7.0,3.0,0.0,0.0,7,7,15,4,0,1,1,0,0,0.0,0,4.01
1332,2864,,14.0,2,1959,14.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1333,2865,,27.0,8,1958,5.0,6,1959,5.0,3.0,0.0,0.0,283,283,16,4,1,1,1,0,0,0.0,0,4.01
1334,2866,,11.0,1,1959,11.0,1,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1335,2867,,17.0,12,1959,17.0,12,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1336,2869,,10.0,4,1959,12.0,4,1959,7.0,3.0,0.0,0.0,3,3,16,4,1,1,1,0,0,0.0,0,4.01
1337,2870,,19.0,3,1959,20.0,3,1959,7.0,3.0,0.0,0.0,2,2,16,4,1,1,1,0,0,0.0,0,4.01
1338,2871,,16.0,3,1959,18.0,6,1959,5.0,3.0,0.0,0.0,95,95,12,3,0,1,1,0,0,0.0,0,4.01
1339,2873,,16.0,7,1960,7.0,9,1960,5.0,3.0,0.0,0.0,54,54,15,4,0,1,1,0,0,0.0,0,4.01
1340,2874,,8.0,5,1960,8.0,5,1960,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1341,2875,,28.0,2,1960,30.0,6,1960,5.0,3.0,0.0,0.0,124,124,16,4,1,1,1,0,0,0.0,0,4.01
1342,2876,,8.0,10,1960,8.0,10,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1343,2877,,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1344,2878,,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1345,2880,,3.0,11,1961,3.0,11,1961,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1346,2882,,11.0,6,1961,18.0,8,1961,5.0,3.0,0.0,0.0,69,69,15,4,0,1,1,0,0,0.0,0,4.01
1347,2883,,30.0,5,1961,31.0,5,1961,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1348,2884,,4.0,4,1961,4.0,4,1961,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1349,2885,,15.0,12,1960,13.0,4,1961,5.0,3.0,0.0,0.0,120,120,12,3,0,1,1,0,0,0.0,0,4.01
1350,2887,,19.0,1,1961,19.0,1,1961,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1351,2888,,21.0,6,1962,8.0,9,1962,5.0,3.0,0.0,0.0,80,80,15,4,0,1,1,0,0,0.0,0,4.01
1352,2889,,13.0,5,1962,13.0,5,1962,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1353,2890,,11.0,3,1962,11.0,3,1962,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1354,2891,,17.0,10,1966,17.0,10,1966,5.0,3.0,1.0,,1,1,16,4,1,1,1,0,0,0.0,0,4.01
1355,2892,,6.0,2,1963,9.0,1,1966,5.0,3.0,,,1069,1069,17,4,1,1,1,0,0,0.0,0,4.01
1356,2893,,3.0,12,1963,3.0,12,1963,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1357,2894,,17.0,11,1963,17.0,11,1963,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1358,2895,,27.0,9,1963,27.0,9,1963,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1359,2896,,27.0,8,1963,27.0,8,1963,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1360,2897,,21.0,11,1963,21.0,11,1963,5.0,3.0,,,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1361,2898,,4.0,10,1963,4.0,10,1963,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1362,2899,,15.0,3,1963,15.0,3,1963,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1363,2900,,30.0,11,1964,30.0,11,1964,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1364,2901,,17.0,7,1964,17.0,7,1964,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1365,2902,,19.0,11,1964,19.0,11,1964,5.0,3.0,0.0,0.0,1,1,15,4,0,1,2,0,0,0.0,0,4.01
1366,2903,,21.0,9,1964,21.0,9,1964,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1367,2904,,30.0,3,1964,30.0,3,1964,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1368,2905,,29.0,1,1964,29.0,1,1964,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1369,2906,,19.0,12,1964,19.0,12,1964,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1370,2907,,24.0,9,1964,24.0,9,1964,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1371,2908,,11.0,9,1964,16.0,9,1964,5.0,3.0,0.0,0.0,6,6,12,3,0,1,1,0,0,0.0,0,4.01
1372,2909,,28.0,1,1964,10.0,3,1964,5.0,3.0,,,43,43,16,4,0,1,1,0,0,0.0,0,4.01
1373,2910,,12.0,6,1965,12.0,6,1965,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1374,2911,,27.0,10,1965,27.0,10,1965,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1375,2912,,25.0,4,1965,25.0,4,1965,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1376,2913,,5.0,3,1965,5.0,3,1965,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1377,2914,,11.0,1,1965,14.0,1,1965,5.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01
1378,2915,,28.0,5,1965,28.0,5,1965,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1379,2916,,28.0,4,1965,2.0,5,1965,5.0,3.0,0.0,0.0,5,5,16,4,1,1,1,0,0,0.0,0,4.01
1380,2917,,4.0,4,1965,5.0,4,1965,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1381,2918,,25.0,4,1966,25.0,4,1966,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1382,2919,,14.0,3,1966,14.0,3,1966,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1383,2920,,22.0,1,1966,22.0,1,1966,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1384,2921,,15.0,7,1966,15.0,7,1966,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1385,2922,,17.0,6,1968,17.0,6,1968,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1386,2923,,4.0,5,1968,18.0,5,1968,7.0,1.0,0.0,0.0,15,15,15,4,0,1,1,0,0,0.0,0,4.01
1387,2924,,13.0,2,1968,13.0,2,1968,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1388,2925,,28.0,9,1968,8.0,11,1968,5.0,3.0,0.0,0.0,42,42,15,4,0,1,1,0,0,0.0,0,4.01
1389,2926,,30.0,6,1968,17.0,11,1968,7.0,3.0,0.0,0.0,141,141,15,4,0,1,1,0,0,0.0,0,4.01
1390,2927,,22.0,6,1968,22.0,6,1968,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1391,2928,,30.0,6,1968,2.0,7,1968,7.0,3.0,0.0,0.0,3,3,16,4,0,1,1,0,0,0.0,0,4.01
1392,2929,,5.0,10,1965,23.0,11,1967,5.0,3.0,0.0,0.0,780,780,16,4,0,1,1,0,0,0.0,0,4.01
1393,2930,,10.0,5,1967,17.0,5,1967,5.0,3.0,0.0,0.0,8,8,16,4,0,1,3,0,0,0.0,0,4.01
1394,2931,,28.0,4,1967,28.0,4,1967,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1395,2932,,12.0,10,1967,12.0,10,1967,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1396,2933,,30.0,4,1967,30.0,4,1967,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1397,2934,,2.0,3,1967,22.0,3,1967,5.0,3.0,0.0,0.0,21,21,15,4,0,1,1,0,0,0.0,0,4.01
1398,2935,,8.0,9,1967,8.0,9,1967,5.0,3.0,,,1,1,16,4,1,1,1,0,0,0.0,0,4.01
1399,2936,,19.0,9,1969,4.0,10,1969,5.0,3.0,0.0,0.0,16,16,16,4,0,1,1,0,0,0.0,0,4.01
1400,2937,,9.0,8,1969,3.0,9,1969,5.0,3.0,0.0,0.0,26,26,16,4,0,1,1,0,0,0.0,0,4.01
1401,2938,,4.0,2,1969,4.0,2,1969,5.0,3.0,,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1402,2939,,9.0,1,1969,9.0,1,1969,5.0,3.0,0.0,0.0,1,1,15,4,0,1,3,0,0,0.0,0,4.01
1403,2940,,20.0,11,1968,19.0,12,1968,7.0,3.0,0.0,0.0,30,30,15,4,0,1,1,0,0,0.0,0,4.01
1404,2941,,15.0,4,1969,27.0,4,1969,5.0,3.0,2.0,,13,13,16,4,1,2,1,0,0,0.0,0,4.01
1405,2942,,15.0,11,1970,16.0,11,1970,5.0,3.0,0.0,0.0,2,2,16,4,0,1,1,0,0,0.0,0,4.01
1406,2943,,15.0,12,1971,28.0,12,1971,7.0,3.0,0.0,0.0,14,14,15,4,1,1,1,0,0,0.0,0,4.01
1407,2944,,29.0,1,1971,29.0,1,1971,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01
1408,2945,,14.0,8,1971,14.0,8,1971,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1409,2946,,24.0,2,1971,6.0,7,1971,7.0,3.0,0.0,0.0,133,133,15,4,1,1,1,0,0,0.0,0,4.01
1410,2947,,9.0,2,1971,9.0,3,1971,5.0,3.0,0.0,0.0,29,29,12,3,0,1,1,0,0,0.0,0,4.01
1411,2948,,22.0,8,1972,22.0,8,1972,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1412,2949,,17.0,1,1972,22.0,1,1972,5.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01
1413,2950,,21.0,3,1973,21.0,3,1973,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1414,2951,,23.0,2,1974,24.0,2,1974,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1415,2952,,14.0,9,1974,14.0,9,1974,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1416,2953,,2.0,9,1975,2.0,9,1975,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1417,2954,,17.0,8,1975,22.0,8,1975,7.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01
1418,2955,,24.0,4,1975,24.0,4,1975,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1419,2956,,1.0,8,1976,1.0,8,1976,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1420,2957,,5.0,5,1976,6.0,5,1976,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1421,2958,,7.0,1,1976,7.0,1,1976,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1422,2959,,25.0,11,1976,25.0,11,1976,5.0,3.0,,,1,1,16,4,1,1,1,0,0,0.0,0,4.01
1423,2960,,15.0,10,1976,15.0,10,1976,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1424,2961,,12.0,4,1976,13.0,4,1976,7.0,3.0,0.0,0.0,2,2,15,4,1,1,1,0,0,0.0,0,4.01
1425,2962,,30.0,4,1977,1.0,5,1977,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1426,2963,,12.0,11,1977,13.0,11,1977,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
1427,2964,,7.0,9,1977,7.0,9,1977,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1428,2965,,30.0,7,1978,30.0,7,1978,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1429,2966,,13.0,4,1978,13.0,4,1978,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1430,2967,,14.0,11,1979,14.0,11,1979,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1431,2968,,28.0,8,1979,31.0,8,1979,5.0,3.0,0.0,0.0,4,4,16,4,0,1,1,0,0,0.0,0,4.01
1432,2969,,13.0,7,1980,13.0,7,1980,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1433,2970,,31.0,8,1981,31.0,8,1981,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1434,2971,,14.0,8,1981,14.0,8,1981,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1435,2972,,17.0,7,1981,30.0,7,1981,5.0,3.0,0.0,0.0,14,14,7,3,1,1,1,0,0,0.0,0,4.01
1436,2973,,5.0,6,1982,4.0,10,1982,5.0,3.0,0.0,0.0,122,122,16,4,1,1,1,0,0,0.0,0,4.01
1437,2974,,24.0,4,1982,13.0,7,1982,5.0,3.0,0.0,0.0,81,81,15,4,0,1,1,0,0,0.0,0,4.01
1438,2975,,8.0,3,1982,8.0,3,1982,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1439,2976,,3.0,4,1982,3.0,4,1982,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01
1440,2977,,17.0,3,1982,17.0,3,1982,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1441,2978,,3.0,2,1982,3.0,2,1982,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1442,2979,,9.0,1,1982,9.0,1,1982,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1443,2981,,19.0,4,1983,19.0,4,1983,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
1444,2982,,16.0,12,1982,16.0,12,1982,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1445,2983,,19.0,1,1983,19.0,1,1983,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1446,2984,,9.0,9,1953,9.0,9,1953,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1447,2985,,16.0,6,1954,16.0,6,1954,7.0,3.0,0.0,0.0,1,1,15,4,1,1,1,0,0,0.0,0,4.01
1448,2986,,22.0,7,1956,8.0,8,1956,5.0,3.0,0.0,0.0,18,18,15,4,0,1,1,0,0,0.0,0,4.01
1449,2987,,24.0,8,1954,27.0,11,1955,5.0,3.0,0.0,0.0,461,461,16,4,1,1,1,0,0,0.0,0,4.01
1450,2988,,24.0,5,1953,25.0,11,1953,5.0,3.0,0.0,0.0,186,186,15,4,1,1,1,0,0,0.0,0,4.01
1451,2989,,25.0,9,1952,3.0,10,1952,5.0,3.0,,,9,9,17,4,1,1,1,0,0,0.0,0,4.01
1452,2990,,25.0,10,1952,25.0,10,1952,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1453,2991,,13.0,2,1951,8.0,6,1951,5.0,3.0,0.0,0.0,116,116,16,4,0,1,1,0,0,0.0,0,4.01
1454,2992,,18.0,3,1951,22.0,5,1951,5.0,3.0,0.0,0.0,66,66,15,4,0,1,1,0,0,0.0,0,4.01
1455,2993,,5.0,9,1937,10.0,9,1937,5.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01
1456,2994,,3.0,7,1936,3.0,7,1936,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1457,2995,,10.0,3,1934,16.0,6,1934,5.0,3.0,0.0,0.0,99,99,15,4,0,1,1,0,0,0.0,0,4.01
1458,2996,,7.0,6,1959,4.0,8,1959,5.0,3.0,0.0,0.0,59,59,16,4,0,1,1,0,0,0.0,0,4.01
1459,2997,,1.0,10,1959,1.0,10,1959,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1460,2998,,10.0,3,1959,15.0,3,1959,5.0,3.0,,,6,6,17,4,1,1,1,0,0,0.0,0,4.01
1461,2999,,15.0,12,1959,15.0,12,1959,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1462,3000,,27.0,2,1979,1.0,3,1979,5.0,3.0,0.0,0.0,3,3,14,4,0,1,1,0,0,0.0,0,4.01
1463,3001,,9.0,2,1979,13.0,5,1979,5.0,3.0,0.0,0.0,94,94,7,3,1,1,2,0,0,0.0,0,4.01
1464,3002,,26.0,2,1979,26.0,2,1979,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1465,3003,,14.0,12,1978,24.0,1,1979,5.0,3.0,,,42,42,17,4,1,1,1,0,0,0.0,0,4.01
1466,3004,,16.0,10,1978,10.0,8,1979,5.0,3.0,,,299,299,16,4,1,1,1,0,0,0.0,0,4.01
1467,3005,,23.0,8,1978,26.0,8,1978,5.0,3.0,0.0,0.0,4,4,16,4,0,1,1,0,0,0.0,0,4.01
1468,3007,,18.0,4,1978,15.0,3,1979,5.0,1.0,6.0,,332,332,20,5,1,1,2,0,0,0.0,0,4.01
1469,3008,,20.0,4,1978,20.0,4,1978,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1470,3009,,17.0,3,1978,17.0,3,1978,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1471,3010,,15.0,2,1978,17.0,2,1978,7.0,1.0,0.0,0.0,3,3,15,4,1,1,1,0,0,0.0,0,4.01
1472,3011,,20.0,3,1978,20.0,3,1978,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1473,3012,,1.0,2,1978,1.0,2,1978,5.0,3.0,0.0,0.0,1,1,17,4,1,2,1,0,0,0.0,0,4.01
1474,3013,,13.0,10,1977,15.0,10,1977,5.0,3.0,0.0,0.0,3,3,16,4,1,1,1,0,0,0.0,0,4.01
1475,3014,,20.0,5,1977,27.0,5,1977,5.0,3.0,0.0,0.0,8,8,7,3,1,1,1,0,0,0.0,0,4.01
1476,3015,,27.0,2,1978,1.0,3,1978,5.0,3.0,1.0,,3,3,17,4,1,1,1,0,0,0.0,0,4.01
1477,3016,,27.0,1,1980,30.0,1,1980,5.0,3.0,0.0,0.0,4,4,7,3,0,2,1,0,0,0.0,0,4.01
1478,3017,,19.0,1,1980,4.0,3,1980,5.0,3.0,0.0,0.0,46,46,7,3,1,2,1,0,0,0.0,0,4.01
1479,3018,,31.0,8,1977,31.0,8,1977,5.0,3.0,0.0,0.0,1,1,7,3,1,1,1,0,0,0.0,0,4.01
1480,3020,,4.0,11,1979,21.0,1,1981,7.0,1.0,0.0,0.0,445,445,16,4,1,1,1,0,0,0.0,0,4.01
1481,3021,,13.0,8,1979,13.0,8,1979,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
1482,3022,,15.0,11,1979,19.0,11,1979,5.0,3.0,0.0,0.0,5,5,7,3,1,1,1,0,0,0.0,0,4.01
1483,3023,,26.0,10,1979,1.0,11,1979,7.0,3.0,0.0,0.0,7,7,15,4,0,1,1,0,0,0.0,0,4.01
1484,3024,,10.0,6,1979,10.0,10,1979,5.0,3.0,,,123,123,17,4,1,1,1,0,0,0.0,0,4.01
1485,3025,,18.0,3,1979,26.0,6,1979,5.0,3.0,,,101,101,16,4,1,1,1,0,0,0.0,0,4.01
1486,3026,,2.0,3,1979,15.0,3,1979,5.0,3.0,0.0,0.0,14,14,12,3,0,1,1,0,0,0.0,0,4.01
1487,3027,,12.0,3,1984,20.0,9,1984,5.0,3.0,1.0,,193,193,17,4,1,1,1,0,0,0.0,0,4.01
1488,3029,,19.0,2,1985,19.0,2,1985,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1489,3030,,14.0,6,1985,14.0,6,1985,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1490,3031,,26.0,8,1984,25.0,10,1984,5.0,3.0,0.0,0.0,61,61,17,4,1,1,1,0,0,0.0,0,4.01
1491,3033,,9.0,1,1985,9.0,1,1985,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1492,3034,,26.0,12,1984,26.0,12,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1493,3035,,25.0,12,1984,25.0,12,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1494,3036,,22.0,12,1984,22.0,12,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1495,3037,,17.0,12,1984,25.0,1,1985,7.0,1.0,0.0,0.0,40,40,16,4,1,1,1,0,0,0.0,0,4.01
1496,3038,,10.0,12,1984,10.0,12,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1497,3039,,9.0,10,1984,9.0,10,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,2,0,0,0.0,0,4.01
1498,3040,,9.0,9,1984,15.0,9,1984,5.0,3.0,0.0,0.0,7,7,16,4,0,1,1,0,0,0.0,0,4.01
1499,3041,,22.0,8,1984,22.0,8,1984,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1500,3042,,10.0,7,1984,24.0,10,1984,5.0,3.0,0.0,0.0,107,107,16,4,0,1,1,0,0,0.0,0,4.01
1501,3043,,4.0,7,1984,17.0,4,1985,5.0,3.0,0.0,0.0,288,288,16,4,0,1,1,0,0,0.0,0,4.01
1502,3044,,15.0,6,1984,15.0,6,1984,5.0,3.0,1.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1503,3045,,3.0,6,1984,3.0,6,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1504,3046,,25.0,5,1984,16.0,7,1985,5.0,3.0,0.0,0.0,418,418,16,4,0,1,1,0,0,0.0,0,4.01
1505,3048,,26.0,4,1984,5.0,7,1984,5.0,3.0,0.0,0.0,71,71,16,4,1,1,1,0,0,0.0,0,4.01
1506,3049,,19.0,4,1984,28.0,8,1984,5.0,3.0,0.0,0.0,132,132,16,4,0,1,1,0,0,0.0,0,4.01
1507,3050,,27.0,3,1984,9.0,11,1984,6.0,1.0,0.0,0.0,228,228,16,4,1,1,1,0,0,0.0,0,4.01
1508,3051,,8.0,3,1984,31.0,3,1984,3.0,3.0,0.0,0.0,24,24,16,4,1,1,3,0,0,0.0,0,4.01
1509,3052,,8.0,3,1984,8.0,3,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1510,3053,,5.0,3,1984,5.0,3,1984,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1511,3054,,28.0,12,1983,16.0,1,1984,5.0,3.0,,,20,20,17,4,1,1,1,0,0,0.0,0,4.01
1512,3055,,9.0,12,1983,10.0,6,1984,6.0,1.0,1.0,,185,185,17,4,1,1,1,0,0,0.0,0,4.01
1513,3056,,19.0,11,1983,21.0,11,1983,5.0,3.0,0.0,0.0,3,3,8,3,1,1,1,0,0,0.0,0,4.01
1514,3057,,4.0,11,1983,29.0,1,1985,5.0,3.0,0.0,0.0,453,453,16,4,0,1,1,0,0,0.0,0,4.01
1515,3058,,21.0,10,1983,1.0,11,1983,1.0,2.0,3.0,,12,12,17,4,1,7,2,0,0,0.0,0,4.01
1516,3059,,9.0,10,1983,10.0,10,1983,5.0,3.0,0.0,0.0,2,2,7,3,0,1,1,0,0,0.0,0,4.01
1517,3060,,1.0,10,1983,,1,1984,5.0,3.0,,,123,93,17,4,1,1,1,0,0,0.0,0,4.01
1518,3062,,3.0,9,1983,1.0,4,1984,5.0,3.0,,,212,212,17,4,1,1,1,0,0,0.0,0,4.01
1519,3063,,1.0,9,1983,1.0,9,1983,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1520,3064,,9.0,8,1983,9.0,8,1983,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
