,DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
1031,1757,-9.0,-9.0,10,1856,-9.0,1,1857,4.0,-9.0,0.0,0.0,123,63,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,COL,100,-9.0,10,1856,-9.0,1,1857,0,1,2,-9.0,0.0,0.0,0,1,1,4.01,0
1032,1757,-9.0,-9.0,10,1856,-9.0,1,1857,4.0,-9.0,0.0,0.0,123,63,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,10,1856,-9.0,1,1857,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1033,1762,-9.0,-9.0,6,1862,5.0,1,1863,7.0,1.0,0.0,0.0,219,190,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,6,1862,5.0,1,1863,0,0,0,-9.0,0.0,0.0,13,4,1,4.01,0
1034,1762,-9.0,-9.0,6,1862,5.0,1,1863,7.0,1.0,0.0,0.0,219,190,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,BRA,140,-9.0,6,1862,5.0,1,1863,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1035,1764,-9.0,-9.0,7,1885,-9.0,7,1885,6.0,1.0,0.0,0.0,31,1,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,COL,100,-9.0,7,1885,-9.0,7,1885,0,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1036,1764,-9.0,-9.0,7,1885,-9.0,7,1885,6.0,1.0,0.0,0.0,31,1,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,-9.0,7,1885,-9.0,7,1885,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1037,1772,-9.0,24.0,12,1911,24.0,12,1911,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,24.0,12,1911,24.0,12,1911,0,1,2,-9.0,0.0,0.0,0,1,1,4.01,0
1038,1772,-9.0,24.0,12,1911,24.0,12,1911,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,24.0,12,1911,24.0,12,1911,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1039,1777,-9.0,-9.0,4,1918,19.0,7,1919,4.0,1.0,2.0,-9.0,475,446,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,4,1918,19.0,7,1919,0,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
1040,1777,-9.0,-9.0,4,1918,19.0,7,1919,4.0,1.0,2.0,-9.0,475,446,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,-9.0,4,1918,19.0,7,1919,1,1,2,-9.0,2.0,-9.0,17,4,1,4.01,0
1041,1778,-9.0,6.0,6,1920,28.0,7,1920,3.0,1.0,-9.0,-9.0,53,53,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,6.0,6,1920,28.0,7,1920,1,0,0,-9.0,-9.0,-9.0,16,4,1,4.01,0
1042,1778,-9.0,6.0,6,1920,28.0,7,1920,3.0,1.0,-9.0,-9.0,53,53,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,ALB,339,6.0,6,1920,28.0,7,1920,0,1,2,-9.0,0.0,0.0,0,1,1,4.01,0
1043,1779,-9.0,1.0,4,1922,29.0,7,1922,3.0,3.0,0.0,0.0,120,120,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,1.0,4,1922,29.0,7,1922,0,0,0,-9.0,0.0,0.0,1,2,1,4.01,0
1044,1779,-9.0,1.0,4,1922,29.0,7,1922,3.0,3.0,0.0,0.0,120,120,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,AFG,700,1.0,4,1922,29.0,7,1922,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1045,1780,-9.0,24.0,8,1923,24.0,9,1923,6.0,1.0,0.0,0.0,32,32,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,YUG,345,24.0,8,1923,24.0,9,1923,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1046,1780,-9.0,24.0,8,1923,24.0,9,1923,6.0,1.0,0.0,0.0,32,32,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,24.0,8,1923,24.0,9,1923,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1047,1781,-9.0,18.0,12,1925,28.0,2,1926,3.0,1.0,-9.0,-9.0,73,73,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,18.0,12,1925,28.0,2,1926,1,1,1,-9.0,-9.0,-9.0,14,4,1,4.01,0
1048,1781,-9.0,18.0,12,1925,28.0,2,1926,3.0,1.0,-9.0,-9.0,73,73,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,AFG,700,18.0,12,1925,28.0,2,1926,0,0,0,-9.0,-9.0,-9.0,16,4,1,4.01,0
1049,1785,-9.0,2.0,8,1941,8.0,12,1941,1.0,2.0,-9.0,-9.0,129,129,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,2.0,8,1941,8.0,12,1941,1,1,2,-9.0,-9.0,-9.0,14,4,1,4.01,0
1050,1785,-9.0,2.0,8,1941,8.0,12,1941,1.0,2.0,-9.0,-9.0,129,129,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,THI,800,2.0,8,1941,8.0,12,1941,0,0,0,-9.0,-9.0,-9.0,16,4,1,4.01,0
1051,1790,-9.0,18.0,12,1944,5.0,7,1945,2.0,3.0,-9.0,-9.0,200,200,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,HUN,310,18.0,12,1944,5.0,7,1945,0,1,2,-9.0,-9.0,-9.0,17,4,1,4.01,0
1052,1790,-9.0,18.0,12,1944,5.0,7,1945,2.0,3.0,-9.0,-9.0,200,200,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,18.0,12,1944,5.0,7,1945,1,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
1053,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,IRQ,645,14.0,5,1948,31.0,10,1948,1,1,1,-9.0,5.0,-9.0,20,5,1,4.01,0
1054,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,LEB,660,14.0,5,1948,31.0,10,1948,1,1,1,-9.0,5.0,-9.0,20,5,1,4.01,0
1055,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,EGY,651,14.0,5,1948,31.0,10,1948,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
1056,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,ISR,666,14.0,5,1948,31.0,10,1948,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
1057,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,JOR,663,14.0,5,1948,31.0,10,1948,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
1058,1793,-9.0,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,-9.0,171,171,20,5,1,5,1,0,0,0.0,0,4.01,-9.0,SYR,652,14.0,5,1948,31.0,10,1948,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
1059,1797,-9.0,28.0,6,1960,31.0,7,1960,6.0,1.0,-9.0,-9.0,34,34,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,28.0,6,1960,31.0,7,1960,1,1,2,-9.0,-9.0,-9.0,17,4,1,4.01,0
1060,1797,-9.0,28.0,6,1960,31.0,7,1960,6.0,1.0,-9.0,-9.0,34,34,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,NEP,790,28.0,6,1960,31.0,7,1960,0,0,0,-9.0,1.0,-9.0,7,3,1,4.01,0
1061,1799,-9.0,-9.0,1,1961,-9.0,9,1961,7.0,1.0,0.0,0.0,273,214,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,-9.0,1,1961,-9.0,9,1961,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1062,1799,-9.0,-9.0,1,1961,-9.0,9,1961,7.0,1.0,0.0,0.0,273,214,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,1,1961,-9.0,9,1961,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1063,1800,-9.0,1.0,8,1865,12.0,2,1866,4.0,3.0,0.0,0.0,196,196,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,1.0,8,1865,12.0,2,1866,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1064,1800,-9.0,1.0,8,1865,12.0,2,1866,4.0,3.0,0.0,0.0,196,196,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,1.0,8,1865,12.0,2,1866,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1065,1801,-9.0,2.0,5,1961,25.0,11,1961,4.0,3.0,0.0,0.0,208,208,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,DOM,42,2.0,5,1961,25.0,11,1961,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1066,1801,-9.0,2.0,5,1961,25.0,11,1961,4.0,3.0,0.0,0.0,208,208,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,2.0,5,1961,25.0,11,1961,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1067,1803,-9.0,28.0,5,1963,14.0,6,1963,7.0,3.0,0.0,0.0,18,18,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,28.0,5,1963,14.0,6,1963,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1068,1803,-9.0,28.0,5,1963,14.0,6,1963,7.0,3.0,0.0,0.0,18,18,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ECU,130,28.0,5,1963,14.0,6,1963,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1069,1805,-9.0,9.0,1,1967,-9.0,2,1967,7.0,3.0,0.0,0.0,51,24,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,9.0,1,1967,-9.0,2,1967,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1070,1805,-9.0,9.0,1,1967,-9.0,2,1967,7.0,3.0,0.0,0.0,51,24,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ECU,130,9.0,1,1967,-9.0,2,1967,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1071,1807,-9.0,10.0,10,1968,28.0,2,1969,7.0,1.0,0.0,0.0,142,142,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,10.0,10,1968,28.0,2,1969,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1072,1807,-9.0,10.0,10,1968,28.0,2,1969,7.0,1.0,0.0,0.0,142,142,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,GHA,452,10.0,10,1968,28.0,2,1969,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1073,1808,-9.0,26.0,1,1973,26.0,1,1973,6.0,1.0,0.0,0.0,1,1,7,3,1,1,2,0,0,0.0,0,4.01,-9.0,NOR,385,26.0,1,1973,26.0,1,1973,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1074,1808,-9.0,26.0,1,1973,26.0,1,1973,6.0,1.0,0.0,0.0,1,1,7,3,1,1,2,0,0,0.0,0,4.01,-9.0,ARG,160,26.0,1,1973,26.0,1,1973,0,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1075,1808,-9.0,26.0,1,1973,26.0,1,1973,6.0,1.0,0.0,0.0,1,1,7,3,1,1,2,0,0,0.0,0,4.01,-9.0,URU,165,26.0,1,1973,26.0,1,1973,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1076,1809,-9.0,26.0,6,1975,28.0,6,1975,7.0,3.0,0.0,0.0,3,3,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,UGA,500,26.0,6,1975,28.0,6,1975,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1077,1809,-9.0,26.0,6,1975,28.0,6,1975,7.0,3.0,0.0,0.0,3,3,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,KEN,501,26.0,6,1975,28.0,6,1975,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1078,1900,-9.0,31.0,3,1961,31.0,3,1961,7.0,1.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,31.0,3,1961,31.0,3,1961,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1079,1900,-9.0,31.0,3,1961,31.0,3,1961,7.0,1.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,DEN,390,31.0,3,1961,31.0,3,1961,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1080,2001,-9.0,20.0,9,1953,29.0,10,1953,3.0,1.0,3.0,-9.0,40,40,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,TAW,713,20.0,9,1953,29.0,10,1953,1,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
1081,2001,-9.0,20.0,9,1953,29.0,10,1953,3.0,1.0,3.0,-9.0,40,40,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,MYA,775,20.0,9,1953,29.0,10,1953,0,0,0,-9.0,2.0,-9.0,17,4,1,4.01,0
1082,2004,-9.0,-9.0,12,1885,24.0,5,1886,6.0,1.0,0.0,0.0,175,145,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,COL,100,-9.0,12,1885,24.0,5,1886,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1083,2004,-9.0,-9.0,12,1885,24.0,5,1886,6.0,1.0,0.0,0.0,175,145,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,-9.0,12,1885,24.0,5,1886,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1084,2006,-9.0,2.0,10,1949,27.0,2,1950,7.0,1.0,0.0,0.0,149,149,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,2.0,10,1949,27.0,2,1950,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1085,2006,-9.0,2.0,10,1949,27.0,2,1950,7.0,1.0,0.0,0.0,149,149,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,TAW,713,2.0,10,1949,27.0,2,1950,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1086,2007,-9.0,18.0,10,1949,16.0,11,1949,7.0,3.0,0.0,0.0,30,30,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,18.0,10,1949,16.0,11,1949,0,0,0,-9.0,0.0,0.0,1,2,1,4.01,0
1087,2007,-9.0,18.0,10,1949,16.0,11,1949,7.0,3.0,0.0,0.0,30,30,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,TAW,713,18.0,10,1949,16.0,11,1949,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1088,2012,-9.0,-9.0,12,1850,-9.0,1,1851,4.0,3.0,0.0,0.0,62,2,14,4,1,1,1,0,0,0.0,0,4.01,-9.0,ARG,160,-9.0,12,1850,-9.0,1,1851,1,0,0,-9.0,0.0,0.0,13,4,1,4.01,0
1089,2012,-9.0,-9.0,12,1850,-9.0,1,1851,4.0,3.0,0.0,0.0,62,2,14,4,1,1,1,0,0,0.0,0,4.01,-9.0,PAR,150,-9.0,12,1850,-9.0,1,1851,0,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
1090,2013,-9.0,-9.0,8,1838,-9.0,8,1838,4.0,2.0,0.0,0.0,31,1,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,8,1838,-9.0,8,1838,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1091,2013,-9.0,-9.0,8,1838,-9.0,8,1838,4.0,2.0,0.0,0.0,31,1,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,BRA,140,-9.0,8,1838,-9.0,8,1838,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1092,2027,-9.0,26.0,11,1961,27.0,11,1961,7.0,1.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,TAW,713,26.0,11,1961,26.0,11,1961,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1093,2027,-9.0,26.0,11,1961,27.0,11,1961,7.0,1.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,PHI,840,26.0,11,1961,26.0,11,1961,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1094,2030,-9.0,22.0,9,1960,19.0,10,1960,7.0,3.0,0.0,0.0,28,28,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,THI,800,22.0,9,1960,19.0,10,1960,0,0,0,-9.0,0.0,0.0,13,4,1,4.01,0
1095,2030,-9.0,22.0,9,1960,19.0,10,1960,7.0,3.0,0.0,0.0,28,28,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,LAO,812,22.0,9,1960,19.0,10,1960,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1096,2036,-9.0,24.0,6,1953,-9.0,7,1953,7.0,3.0,0.0,0.0,38,8,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,24.0,6,1953,24.0,6,1953,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1097,2036,-9.0,24.0,6,1953,-9.0,7,1953,7.0,3.0,0.0,0.0,38,8,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,TAW,713,24.0,6,1953,24.0,6,1953,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1098,2040,-9.0,-9.0,2,1920,28.0,2,1920,6.0,1.0,0.0,0.0,28,1,10,3,0,1,1,0,0,0.0,0,4.01,-9.0,NIC,93,-9.0,2,1920,28.0,2,1920,0,1,3,-9.0,0.0,0.0,0,1,1,4.01,0
1099,2040,-9.0,-9.0,2,1920,28.0,2,1920,6.0,1.0,0.0,0.0,28,1,10,3,0,1,1,0,0,0.0,0,4.01,-9.0,HON,91,-9.0,2,1920,28.0,2,1920,1,0,0,-9.0,0.0,0.0,10,3,1,4.01,0
1100,2041,-9.0,16.0,2,1949,25.0,2,1949,6.0,1.0,0.0,0.0,10,10,12,3,0,1,1,0,0,0.0,0,4.01,-9.0,HAI,41,16.0,2,1949,25.0,2,1949,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1101,2041,-9.0,16.0,2,1949,25.0,2,1949,6.0,1.0,0.0,0.0,10,10,12,3,0,1,1,0,0,0.0,0,4.01,-9.0,DOM,42,16.0,2,1949,25.0,2,1949,1,1,1,-9.0,0.0,0.0,12,3,1,4.01,0
1102,2043,-9.0,3.0,11,1866,3.0,11,1866,4.0,2.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,BRA,140,3.0,11,1866,3.0,11,1866,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1103,2043,-9.0,3.0,11,1866,3.0,11,1866,4.0,2.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,3.0,11,1866,3.0,11,1866,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1104,2044,-9.0,19.0,6,1875,3.0,3,1876,6.0,1.0,0.0,0.0,259,259,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,ARG,160,19.0,6,1875,30.0,12,1875,1,1,4,-9.0,0.0,0.0,7,3,1,4.01,0
1105,2044,-9.0,19.0,6,1875,3.0,3,1876,6.0,1.0,0.0,0.0,259,259,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,BRA,140,19.0,6,1875,30.0,12,1875,0,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1106,2045,-9.0,-9.0,3,1876,16.0,3,1876,4.0,2.0,0.0,0.0,16,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,SAL,92,-9.0,3,1876,16.0,3,1876,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1107,2045,-9.0,-9.0,3,1876,16.0,3,1876,4.0,2.0,0.0,0.0,16,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,-9.0,3,1876,16.0,3,1876,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1108,2047,-9.0,-9.0,2,1911,5.0,3,1911,7.0,1.0,0.0,0.0,33,6,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,ARG,160,-9.0,2,1911,5.0,3,1911,0,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1109,2047,-9.0,-9.0,2,1911,5.0,3,1911,7.0,1.0,0.0,0.0,33,6,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,PAR,150,-9.0,2,1911,5.0,3,1911,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1110,2069,-9.0,22.0,2,1977,14.0,3,1978,2.0,3.0,6.0,-9.0,386,386,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,CUB,40,28.0,7,1977,14.0,3,1978,0,0,0,-9.0,6.0,-9.0,20,5,0,4.01,0
1111,2069,-9.0,22.0,2,1977,14.0,3,1978,2.0,3.0,6.0,-9.0,386,386,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,SOM,520,22.0,2,1977,14.0,3,1978,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
1112,2069,-9.0,22.0,2,1977,14.0,3,1978,2.0,3.0,6.0,-9.0,386,386,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,ETH,530,22.0,2,1977,14.0,3,1978,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
1113,2072,-9.0,30.0,6,1982,13.0,8,1983,1.0,3.0,5.0,-9.0,410,410,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,SOM,520,30.0,6,1982,13.0,8,1983,0,1,1,-9.0,4.0,-9.0,17,4,1,4.01,0
1114,2072,-9.0,30.0,6,1982,13.0,8,1983,1.0,3.0,5.0,-9.0,410,410,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,ETH,530,30.0,6,1982,13.0,8,1983,1,0,0,-9.0,4.0,-9.0,17,4,1,4.01,0
1115,2086,-9.0,18.0,8,1983,18.0,8,1983,6.0,1.0,0.0,0.0,1,1,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,ARG,160,18.0,8,1983,18.0,8,1983,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1116,2086,-9.0,18.0,8,1983,18.0,8,1983,6.0,1.0,0.0,0.0,1,1,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,CHL,155,18.0,8,1983,18.0,8,1983,0,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1117,2097,-9.0,17.0,7,1967,22.0,7,1967,7.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,IND,750,17.0,7,1967,22.0,7,1967,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1118,2097,-9.0,17.0,7,1967,22.0,7,1967,7.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,17.0,7,1967,22.0,7,1967,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1119,2103,-9.0,-9.0,12,1934,-9.0,1,1935,6.0,3.0,0.0,0.0,62,2,12,3,1,1,1,0,0,0.0,0,4.01,-9.0,IRQ,645,-9.0,12,1934,-9.0,1,1935,0,1,1,-9.0,0.0,0.0,12,3,1,4.01,0
1120,2103,-9.0,-9.0,12,1934,-9.0,1,1935,6.0,3.0,0.0,0.0,62,2,12,3,1,1,1,0,0,0.0,0,4.01,-9.0,IRN,630,-9.0,12,1934,-9.0,1,1935,1,1,1,-9.0,0.0,0.0,12,3,1,4.01,0
1121,2115,-9.0,27.0,8,1980,20.0,8,1988,3.0,1.0,6.0,-9.0,2916,2916,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,IRN,630,27.0,8,1980,20.0,8,1988,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
1122,2115,-9.0,27.0,8,1980,20.0,8,1988,3.0,1.0,6.0,-9.0,2916,2916,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,IRQ,645,27.0,8,1980,20.0,8,1988,1,1,1,-9.0,6.0,-9.0,20,5,1,4.01,0
1123,2117,-9.0,17.0,6,1870,18.0,6,1870,4.0,3.0,0.0,0.0,2,2,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,MEX,70,17.0,6,1870,18.0,6,1870,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1124,2117,-9.0,17.0,6,1870,18.0,6,1870,4.0,3.0,0.0,0.0,2,2,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,17.0,6,1870,18.0,6,1870,1,0,0,-9.0,0.0,0.0,16,4,1,4.01,0
1125,2124,-9.0,11.0,2,1942,11.0,8,1942,4.0,2.0,0.0,0.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,ECU,130,11.0,2,1942,11.0,8,1942,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1126,2124,-9.0,11.0,2,1942,11.0,8,1942,4.0,2.0,0.0,0.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,PER,135,11.0,2,1942,11.0,8,1942,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1127,2128,-9.0,10.0,8,1886,10.0,8,1886,4.0,3.0,0.0,0.0,1,1,11,3,0,1,1,0,0,0.0,0,4.01,-9.0,BOL,145,10.0,8,1886,10.0,8,1886,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1128,2128,-9.0,10.0,8,1886,10.0,8,1886,4.0,3.0,0.0,0.0,1,1,11,3,0,1,1,0,0,0.0,0,4.01,-9.0,PAR,150,10.0,8,1886,10.0,8,1886,1,1,1,-9.0,0.0,0.0,11,3,1,4.01,0
1129,2132,-9.0,26.0,2,1927,27.0,2,1927,7.0,3.0,0.0,0.0,2,2,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,PAR,150,26.0,2,1927,27.0,2,1927,1,1,1,-9.0,0.0,0.0,12,3,1,4.01,0
1130,2132,-9.0,26.0,2,1927,27.0,2,1927,7.0,3.0,0.0,0.0,2,2,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,BOL,145,26.0,2,1927,27.0,2,1927,0,1,1,-9.0,0.0,0.0,15,4,1,4.01,0
1131,2135,-9.0,-9.0,5,1937,-9.0,11,1937,1.0,2.0,0.0,0.0,214,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,BOL,145,-9.0,5,1937,-9.0,11,1937,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1132,2135,-9.0,-9.0,5,1937,-9.0,11,1937,1.0,2.0,0.0,0.0,214,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,PAR,150,-9.0,5,1937,-9.0,11,1937,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
