,DispNum3,DispNum4,StAbb,ccode,StDay,StMon,StYear,EndDay,EndMon,EndYear,SideA,RevState,RevType1,RevType2,Fatality,FataPre,HiAct,HostLev,Orig,Version
1862,1670,,FRN,220,,12,1925,19.0,1,1926,1,1,2,,0.0,0.0,7,3,1,4.01
1863,1671,,ITA,325,1.0,12,1926,15.0,1,1927,0,0,0,,0.0,0.0,0,1,1,4.01
1864,1671,,FRN,220,1.0,12,1926,15.0,1,1927,1,1,2,,0.0,0.0,7,3,1,4.01
1865,1672,,UKG,200,28.0,10,1927,31.0,10,1927,0,0,0,,0.0,0.0,0,1,1,4.01
1866,1672,,SPN,230,28.0,10,1927,31.0,10,1927,0,0,0,,0.0,0.0,0,1,1,4.01
1867,1672,,FRN,220,28.0,10,1927,31.0,10,1927,0,0,0,,0.0,0.0,0,1,1,4.01
1868,1672,,ITA,325,28.0,10,1927,31.0,10,1927,1,1,2,,0.0,0.0,7,3,1,4.01
1869,1674,,USR,365,8.0,2,1927,30.0,4,1927,0,1,2,,0.0,0.0,7,3,1,4.01
1870,1674,,CHN,710,8.0,2,1927,30.0,4,1927,1,0,0,,0.0,0.0,15,4,1,4.01
1871,1677,,CUB,40,,7,1933,,1,1934,0,0,0,,0.0,0.0,1,2,1,4.01
1872,1677,,USA,2,,7,1933,,1,1934,1,1,2,,0.0,0.0,13,4,1,4.01
1873,1681,,HAI,41,,2,1881,,2,1881,0,0,0,,0.0,0.0,0,1,1,4.01
1874,1681,,USA,2,,2,1881,,2,1881,1,1,2,,0.0,0.0,1,2,1,4.01
1875,1683,,UKG,200,,7,1883,28.0,5,1884,0,1,2,,0.0,0.0,3,2,1,4.01
1876,1683,,HAI,41,,7,1883,28.0,5,1884,1,0,0,,0.0,0.0,16,4,1,4.01
1877,1684,,GMY,255,8.0,8,1939,,2,1940,0,0,0,,0.0,0.0,0,1,1,4.01
1878,1684,,ITA,325,8.0,8,1939,,2,1940,1,1,2,,0.0,0.0,7,3,1,4.01
1879,1685,,EST,366,14.0,9,1939,17.0,9,1939,1,1,4,,,,17,4,1,4.01
1880,1685,,POL,290,14.0,9,1939,17.0,9,1939,0,0,0,,,,17,4,1,4.01
1881,1686,,GMY,255,29.0,8,1939,,9,1939,0,0,0,,0.0,0.0,0,1,1,4.01
1882,1686,,SWZ,225,29.0,8,1939,,9,1939,1,0,0,,0.0,0.0,8,3,1,4.01
1883,1687,,THI,800,29.0,7,1940,7.0,8,1940,0,0,0,,0.0,0.0,1,2,1,4.01
1884,1687,,JPN,740,29.0,7,1940,7.0,8,1940,1,1,1,,0.0,0.0,12,3,1,4.01
1885,1693,,ARG,160,1.0,6,1942,22.0,6,1942,0,0,0,,0.0,0.0,0,1,1,4.01
1886,1693,,GMY,255,1.0,6,1942,22.0,6,1942,1,1,2,,0.0,0.0,16,4,1,4.01
1887,1694,,UKG,200,25.0,1,1942,,8,1945,0,0,0,,,,17,4,1,4.01
1888,1694,,THI,800,25.0,1,1942,,8,1945,1,0,0,,,,17,4,1,4.01
1889,1694,,AUL,900,25.0,1,1942,,8,1945,0,0,0,,,,17,4,1,4.01
1890,1695,,HUN,310,,2,1944,19.0,3,1944,0,0,0,,0.0,0.0,0,1,1,4.01
1891,1695,,GMY,255,,2,1944,19.0,3,1944,1,0,0,,0.0,0.0,16,4,1,4.01
1892,1696,,POR,235,,3,1944,,5,1944,0,0,0,,0.0,0.0,0,1,1,4.01
1893,1696,,GMY,255,,3,1944,,5,1944,1,1,2,,0.0,0.0,16,4,1,4.01
1894,1698,,UKG,200,15.0,2,1947,3.0,4,1947,0,0,0,,0.0,0.0,0,1,1,4.01
1895,1698,,CHL,155,15.0,2,1947,3.0,4,1947,1,1,1,,0.0,0.0,14,4,1,4.01
1896,1698,,ARG,160,3.0,4,1947,3.0,4,1947,1,1,1,,0.0,0.0,14,4,0,4.01
1897,1701,,SWD,380,16.0,6,1952,16.0,9,1952,0,0,0,,0.0,0.0,8,3,1,4.01
1898,1701,,USR,365,16.0,6,1952,16.0,9,1952,1,0,0,,0.0,0.0,16,4,1,4.01
1899,1702,,USA,2,,8,1952,30.0,10,1952,0,0,0,,0.0,0.0,0,1,1,4.01
1900,1702,,ECU,130,,8,1952,30.0,10,1952,1,1,2,,0.0,0.0,15,4,1,4.01
1901,1703,,BUL,355,15.0,9,1952,26.0,10,1952,1,1,2,,,,16,4,0,4.01
1902,1703,,RUM,360,1.0,10,1952,26.0,10,1952,1,1,2,,0.0,0.0,0,1,0,4.01
1903,1703,,HUN,310,30.0,6,1952,26.0,10,1952,1,1,2,,0.0,0.0,12,3,1,4.01
1904,1703,,USR,365,15.0,7,1952,26.0,10,1952,1,1,2,,0.0,0.0,12,3,0,4.01
1905,1703,,YUG,345,30.0,6,1952,26.0,10,1952,0,0,0,,1.0,,16,4,1,4.01
1906,1705,,USA,2,7.0,9,1954,7.0,9,1954,0,0,0,,1.0,,0,1,1,4.01
1907,1705,,ECU,130,7.0,9,1954,7.0,9,1954,1,1,2,,1.0,,15,4,1,4.01
1908,1706,,FRN,220,31.0,5,1957,17.0,6,1958,1,1,2,,1.0,,13,4,1,4.01
1909,1706,,TUN,616,31.0,5,1957,17.0,6,1958,0,0,0,,2.0,,17,4,1,4.01
1910,1707,,IND,750,2.0,7,1958,1.0,11,1958,0,1,1,,0.0,0.0,7,3,1,4.01
1911,1707,,CHN,710,2.0,7,1958,1.0,11,1958,1,1,1,,0.0,0.0,14,4,1,4.01
1912,1708,,MYA,775,21.0,5,1959,7.0,9,1959,0,0,0,,,,8,3,1,4.01
1913,1708,,CHN,710,21.0,5,1959,7.0,9,1959,1,1,2,,,,16,4,1,4.01
1914,1709,,ROK,732,28.0,12,1959,30.0,12,1959,1,0,0,,0.0,0.0,16,4,1,4.01
1915,1709,,USR,365,28.0,12,1959,30.0,12,1959,0,0,0,,1.0,,1,2,1,4.01
1916,1710,,CHN,710,10.0,1,1960,10.0,1,1960,1,0,0,,,,17,4,1,4.01
1917,1710,,ROK,732,10.0,1,1960,10.0,1,1960,0,0,0,,1.0,,17,4,1,4.01
1918,1711,,FRN,220,,3,1960,28.0,5,1960,1,1,2,,1.0,,17,4,1,4.01
1919,1711,,TUN,616,,3,1960,28.0,5,1960,0,0,0,,1.0,,17,4,1,4.01
1920,1713,,NTH,210,22.0,7,1966,30.0,12,1966,0,0,0,,0.0,0.0,0,1,1,4.01
1921,1713,,CHN,710,22.0,7,1966,30.0,12,1966,1,1,2,,0.0,0.0,15,4,1,4.01
1922,1714,,SPN,230,27.0,3,1866,31.0,3,1866,0,0,0,,0.0,0.0,0,1,1,4.01
1923,1714,,USA,2,27.0,3,1866,31.0,3,1866,1,1,2,,0.0,0.0,7,3,1,4.01
1924,1715,,CHN,710,18.0,5,1967,10.0,10,1967,1,1,2,,1.0,,17,4,1,4.01
1925,1715,,IND,750,18.0,5,1967,10.0,10,1967,0,0,0,,1.0,,17,4,1,4.01
1926,1717,,SPN,230,26.0,6,1969,30.0,11,1969,0,1,1,,,,7,3,1,4.01
1927,1717,,UKG,200,26.0,6,1969,30.0,11,1969,1,0,0,,,,8,3,1,4.01
1928,1718,,RUM,360,2.0,8,1971,8.0,8,1971,0,0,0,,0.0,0.0,0,1,1,4.01
1929,1718,,USR,365,2.0,8,1971,8.0,8,1971,1,1,2,,0.0,0.0,7,3,1,4.01
1930,1718,,HUN,310,2.0,8,1971,8.0,8,1971,1,0,0,,0.0,0.0,7,3,1,4.01
1931,1718,,CZE,315,2.0,8,1971,8.0,8,1971,1,0,0,,0.0,0.0,7,3,1,4.01
1932,1720,,ALB,339,,2,1976,,2,1976,0,0,0,,0.0,0.0,0,1,1,4.01
1933,1720,,YUG,345,,2,1976,,2,1976,1,1,2,,0.0,0.0,16,4,1,4.01
1934,1723,,USR,365,26.0,5,1919,14.0,10,1920,0,0,0,,,,17,4,1,4.01
1935,1723,,FIN,375,26.0,5,1919,14.0,10,1920,1,1,1,,,,17,4,1,4.01
1936,1724,,ARG,160,4.0,4,1917,22.0,6,1917,0,0,0,,0.0,0.0,0,1,1,4.01
1937,1724,,GMY,255,4.0,4,1917,22.0,6,1917,1,1,2,,0.0,0.0,16,4,1,4.01
1938,1725,,ARG,160,,3,1914,,2,1915,0,0,0,,0.0,0.0,0,1,1,4.01
1939,1725,,GMY,255,,3,1914,,2,1915,1,0,0,,0.0,0.0,16,4,1,4.01
1940,1726,,ARG,160,,5,1916,,5,1916,0,0,0,,0.0,0.0,0,1,1,4.01
1941,1726,,FRN,220,,5,1916,,5,1916,1,1,2,,0.0,0.0,15,4,1,4.01
1942,1728,,DRV,816,23.0,11,1975,24.0,11,1975,1,1,1,,0.0,0.0,1,2,1,4.01
1943,1728,,CHN,710,23.0,11,1975,24.0,11,1975,0,1,1,,0.0,0.0,1,2,1,4.01
1944,1732,,SWD,380,,3,1915,,9,1915,0,0,0,,0.0,0.0,0,1,1,4.01
1945,1732,,UKG,200,,3,1915,,9,1915,1,1,2,,0.0,0.0,15,4,1,4.01
1946,1733,,SAL,92,22.0,2,1932,25.0,2,1932,0,0,0,,0.0,0.0,0,1,1,4.01
1947,1733,,CAN,20,22.0,2,1932,25.0,2,1932,1,0,0,,0.0,0.0,15,4,1,4.01
1948,1734,,HON,91,1.0,2,1911,10.0,3,1911,0,0,0,,0.0,0.0,0,1,0,4.01
1949,1734,,GUA,90,2.0,1,1911,10.0,3,1911,0,0,0,,0.0,0.0,0,1,1,4.01
1950,1734,,UKG,200,16.0,1,1911,10.0,3,1911,1,1,2,,0.0,0.0,16,4,0,4.01
1951,1734,,USA,2,2.0,1,1911,10.0,3,1911,1,1,2,,0.0,0.0,16,4,1,4.01
1952,1735,,TUR,640,25.0,9,1825,26.0,9,1825,0,0,0,,1.0,,17,4,1,4.01
1953,1735,,ITA,325,25.0,9,1825,26.0,9,1825,1,0,0,,1.0,,17,4,1,4.01
1954,1736,,TUR,640,,5,1924,,11,1924,0,1,2,,0.0,0.0,0,1,1,4.01
1955,1736,,ITA,325,,5,1924,,11,1924,1,0,0,,0.0,0.0,8,3,1,4.01
1956,1737,,NTH,210,16.0,8,1916,16.0,8,1916,0,0,0,,0.0,0.0,0,1,1,4.01
1957,1737,,UKG,200,16.0,8,1916,16.0,8,1916,1,1,2,,0.0,0.0,4,2,1,4.01
1958,1739,,TUR,640,,7,1888,,7,1888,0,0,0,,0.0,0.0,0,1,1,4.01
1959,1739,,GRC,350,,7,1888,,7,1888,1,1,1,,0.0,0.0,11,3,1,4.01
1960,1740,,BRA,140,15.0,7,1839,29.0,8,1841,0,1,1,,0.0,0.0,0,1,1,4.01
1961,1740,,UKG,200,15.0,7,1839,29.0,8,1841,1,1,1,,0.0,0.0,14,4,1,4.01
1962,1742,,USA,2,14.0,1,1959,14.0,1,1959,0,1,3,,0.0,0.0,0,1,1,4.01
1963,1742,,CUB,40,14.0,1,1959,14.0,1,1959,1,0,0,,0.0,0.0,1,2,1,4.01
1964,1743,,FRN,220,29.0,11,1857,29.0,5,1858,0,0,0,,0.0,0.0,7,3,1,4.01
1965,1743,,POR,235,29.0,11,1857,29.0,5,1858,1,1,2,,0.0,0.0,15,4,1,4.01
1966,1745,,NEP,790,14.0,2,1956,14.0,2,1956,0,0,0,,,,0,1,1,4.01
1967,1745,,CHN,710,14.0,2,1956,14.0,2,1956,1,1,2,,,,16,4,1,4.01
1968,1746,,MOR,600,28.0,9,1960,28.0,9,1960,0,0,0,,0.0,0.0,0,1,1,4.01
1969,1746,,FRN,220,28.0,9,1960,28.0,9,1960,1,1,2,,0.0,0.0,16,4,1,4.01
1970,1749,,JPN,740,21.0,1,1940,23.0,1,1940,0,0,0,,0.0,0.0,0,1,1,4.01
1971,1749,,UKG,200,21.0,1,1940,23.0,1,1940,1,1,2,,0.0,0.0,15,4,1,4.01
1972,1750,,TUR,640,6.0,5,1876,30.0,5,1876,0,0,0,,0.0,0.0,0,1,1,4.01
1973,1750,,UKG,200,6.0,5,1876,30.0,5,1876,1,1,2,,0.0,0.0,7,3,1,4.01
1974,1752,,BRA,140,6.0,7,1826,6.0,7,1826,0,0,0,,0.0,0.0,0,1,1,4.01
1975,1752,,FRN,220,6.0,7,1826,6.0,7,1826,1,1,2,,0.0,0.0,7,3,1,4.01
1976,1753,,FRN,220,3.0,9,1833,11.0,12,1833,0,1,2,,0.0,0.0,13,4,1,4.01
1977,1753,,COL,100,3.0,9,1833,11.0,12,1833,1,0,0,,0.0,0.0,15,4,1,4.01
1978,1755,,PER,135,,5,1852,,6,1852,0,0,0,,0.0,0.0,0,1,1,4.01
1979,1755,,USA,2,,5,1852,,6,1852,1,1,1,,0.0,0.0,7,3,1,4.01
1980,1757,,COL,100,,10,1856,,1,1857,0,1,2,,0.0,0.0,0,1,1,4.01
1981,1757,,UKG,200,,10,1856,,1,1857,1,0,0,,0.0,0.0,7,3,1,4.01
1982,1761,,SPN,230,2.0,4,1861,2.0,4,1861,0,0,0,,0.0,0.0,0,1,1,4.01
1983,1761,,USA,2,2.0,4,1861,2.0,4,1861,1,1,2,,0.0,0.0,1,2,1,4.01
1984,1762,,UKG,200,,6,1862,5.0,1,1863,0,0,0,,0.0,0.0,13,4,1,4.01
1985,1762,,BRA,140,,6,1862,5.0,1,1863,1,0,0,,0.0,0.0,15,4,1,4.01
1986,1763,,UKG,200,,5,1880,,12,1880,0,0,0,,0.0,0.0,7,3,1,4.01
1987,1763,,ARG,160,,5,1880,,12,1880,1,0,0,,0.0,0.0,15,4,1,4.01
1988,1764,,COL,100,,7,1885,,7,1885,0,0,0,,0.0,0.0,7,3,1,4.01
1989,1764,,ITA,325,,7,1885,,7,1885,1,0,0,,0.0,0.0,15,4,1,4.01
1990,1767,,JPN,740,15.0,10,1908,25.0,10,1908,0,0,0,,0.0,0.0,0,1,1,4.01
1991,1767,,USA,2,15.0,10,1908,25.0,10,1908,1,1,2,,0.0,0.0,7,3,1,4.01
1992,1769,,NOR,385,26.0,7,1914,2.0,8,1914,0,0,0,,0.0,0.0,11,3,1,4.01
1993,1769,,GMY,255,26.0,7,1914,2.0,8,1914,1,0,0,,0.0,0.0,12,3,1,4.01
1994,1771,,NOR,385,18.0,7,1911,19.0,7,1911,0,0,0,,0.0,0.0,0,1,1,4.01
1995,1771,,GMY,255,18.0,7,1911,19.0,7,1911,1,0,0,,0.0,0.0,7,3,1,4.01
1996,1772,,UKG,200,24.0,12,1911,24.0,12,1911,0,1,2,,0.0,0.0,0,1,1,4.01
1997,1772,,ITA,325,24.0,12,1911,24.0,12,1911,1,0,0,,0.0,0.0,15,4,1,4.01
1998,1773,,GMY,255,8.0,8,1914,,2,1915,0,1,2,,1.0,,17,4,1,4.01
1999,1773,,POR,235,8.0,8,1914,,2,1915,1,0,0,,1.0,,17,4,1,4.01
2000,1774,,GMY,255,30.0,10,1914,11.0,11,1918,1,1,2,,0.0,0.0,1,2,1,4.01
2001,1774,,SWD,380,30.0,10,1914,11.0,11,1918,0,0,0,,0.0,0.0,16,4,1,4.01
2002,1775,,USA,2,2.0,6,1915,,7,1915,1,1,3,,0.0,0.0,1,2,1,4.01
2003,1775,,MEX,70,2.0,6,1915,,7,1915,0,0,0,,0.0,0.0,8,3,1,4.01
2004,1776,,NTH,210,25.0,4,1917,17.0,10,1917,0,0,0,,0.0,0.0,0,1,1,4.01
2005,1776,,UKG,200,25.0,4,1917,17.0,10,1917,1,1,2,,0.0,0.0,1,2,1,4.01
2006,1777,,CHN,710,,4,1918,19.0,7,1919,0,0,0,,2.0,,17,4,1,4.01
2007,1777,,JPN,740,,4,1918,19.0,7,1919,1,1,2,,2.0,,17,4,1,4.01
2008,1778,,ITA,325,6.0,6,1920,28.0,7,1920,1,0,0,,,,16,4,1,4.01
2009,1778,,ALB,339,6.0,6,1920,28.0,7,1920,0,1,2,,0.0,0.0,0,1,1,4.01
2010,1779,,USR,365,1.0,4,1922,29.0,7,1922,0,0,0,,0.0,0.0,1,2,1,4.01
2011,1779,,AFG,700,1.0,4,1922,29.0,7,1922,1,1,2,,0.0,0.0,7,3,1,4.01
2012,1780,,YUG,345,24.0,8,1923,24.0,9,1923,0,0,0,,0.0,0.0,0,1,1,4.01
2013,1780,,ITA,325,24.0,8,1923,24.0,9,1923,1,1,1,,0.0,0.0,7,3,1,4.01
2014,1781,,USR,365,18.0,12,1925,28.0,2,1926,1,1,1,,,,14,4,1,4.01
2015,1781,,AFG,700,18.0,12,1925,28.0,2,1926,0,0,0,,,,16,4,1,4.01
2016,1783,,GMY,255,18.0,4,1940,1.0,8,1940,0,0,0,,0.0,0.0,16,4,1,4.01
2017,1783,,SWZ,225,18.0,4,1940,1.0,8,1940,1,0,0,,0.0,0.0,16,4,1,4.01
2018,1785,,JPN,740,2.0,8,1941,8.0,12,1941,1,1,2,,,,14,4,1,4.01
2019,1785,,THI,800,2.0,8,1941,8.0,12,1941,0,0,0,,,,16,4,1,4.01
2020,1786,,FIN,375,6.0,12,1941,6.0,12,1941,0,0,0,,0.0,0.0,0,1,1,4.01
2021,1786,,UKG,200,6.0,12,1941,6.0,12,1941,1,1,2,,0.0,0.0,18,4,1,4.01
2022,1787,,GMY,255,18.0,1,1942,22.0,8,1942,1,1,2,,0.0,0.0,16,4,1,4.01
2023,1787,,BRA,140,18.0,1,1942,22.0,8,1942,0,0,0,,0.0,0.0,18,4,1,4.01
2024,1788,,GMY,255,13.0,9,1943,18.0,9,1943,0,0,0,,0.0,0.0,1,2,1,4.01
2025,1788,,SWZ,225,13.0,9,1943,18.0,9,1943,1,0,0,,0.0,0.0,7,3,1,4.01
2026,1789,,COL,100,27.0,11,1943,28.0,11,1943,0,0,0,,0.0,0.0,4,2,1,4.01
2027,1789,,GMY,255,27.0,11,1943,28.0,11,1943,1,1,2,,0.0,0.0,16,4,1,4.01
2028,1790,,HUN,310,18.0,12,1944,5.0,7,1945,0,1,2,,,,17,4,1,4.01
2029,1790,,GMY,255,18.0,12,1944,5.0,7,1945,1,0,0,,,,17,4,1,4.01
2030,1792,,FRN,220,,4,1946,7.0,12,1946,1,0,0,,1.0,,17,4,1,4.01
2031,1792,,THI,800,,4,1946,7.0,12,1946,0,0,0,,3.0,,17,4,1,4.01
2032,1793,,IRQ,645,14.0,5,1948,31.0,10,1948,1,1,1,,5.0,,20,5,1,4.01
2033,1793,,LEB,660,14.0,5,1948,31.0,10,1948,1,1,1,,5.0,,20,5,1,4.01
2034,1793,,EGY,651,14.0,5,1948,31.0,10,1948,1,1,1,,6.0,,20,5,1,4.01
2035,1793,,ISR,666,14.0,5,1948,31.0,10,1948,0,0,0,,6.0,,20,5,1,4.01
2036,1793,,JOR,663,14.0,5,1948,31.0,10,1948,1,1,1,,6.0,,20,5,1,4.01
2037,1793,,SYR,652,14.0,5,1948,31.0,10,1948,1,1,1,,6.0,,20,5,1,4.01
2038,1796,,TUN,616,9.0,2,1959,15.0,8,1959,0,0,0,,1.0,,17,4,1,4.01
2039,1796,,FRN,220,9.0,2,1959,15.0,8,1959,1,1,2,,1.0,,17,4,1,4.01
2040,1797,,CHN,710,28.0,6,1960,31.0,7,1960,1,1,2,,,,17,4,1,4.01
2041,1797,,NEP,790,28.0,6,1960,31.0,7,1960,0,0,0,,1.0,,7,3,1,4.01
2042,1799,,JPN,740,,1,1961,,9,1961,0,0,0,,0.0,0.0,0,1,1,4.01
2043,1799,,USR,365,,1,1961,,9,1961,1,0,0,,0.0,0.0,15,4,1,4.01
2044,1800,,FRN,220,1.0,8,1865,12.0,2,1866,0,0,0,,0.0,0.0,0,1,1,4.01
2045,1800,,USA,2,1.0,8,1865,12.0,2,1866,1,1,2,,0.0,0.0,7,3,1,4.01
2046,1801,,DOM,42,2.0,5,1961,25.0,11,1961,0,0,0,,0.0,0.0,0,1,1,4.01
2047,1801,,USA,2,2.0,5,1961,25.0,11,1961,1,1,2,,0.0,0.0,7,3,1,4.01
2048,1803,,USA,2,28.0,5,1963,14.0,6,1963,0,0,0,,0.0,0.0,0,1,1,4.01
2049,1803,,ECU,130,28.0,5,1963,14.0,6,1963,1,1,2,,0.0,0.0,15,4,1,4.01
2050,1804,,ZAM,551,11.0,11,1965,23.0,8,1966,0,0,0,,0.0,0.0,0,1,1,4.01
2051,1804,,ZIM,552,11.0,11,1965,23.0,8,1966,1,0,0,,0.0,0.0,7,3,1,4.01
2052,1804,,UKG,200,3.0,12,1965,23.0,8,1966,0,1,2,,0.0,0.0,7,3,0,4.01
2053,1805,,USA,2,9.0,1,1967,,2,1967,0,0,0,,0.0,0.0,0,1,1,4.01
2054,1805,,ECU,130,9.0,1,1967,,2,1967,1,1,2,,0.0,0.0,15,4,1,4.01
2055,1806,,CAM,811,18.0,1,1968,28.0,4,1969,0,0,0,,,,17,4,1,4.01
2056,1806,,RVN,817,18.0,1,1968,18.0,1,1968,1,0,0,,,,17,4,1,4.01
2057,1806,,CHN,710,,1,1968,,1,1968,0,0,0,,0.0,0.0,1,2,0,4.01
2058,1806,,USA,2,18.0,1,1968,28.0,4,1969,1,1,2,,1.0,,17,4,1,4.01
2059,1807,,USR,365,10.0,10,1968,28.0,2,1969,0,0,0,,0.0,0.0,0,1,1,4.01
2060,1807,,GHA,452,10.0,10,1968,28.0,2,1969,1,1,2,,0.0,0.0,15,4,1,4.01
2061,1808,,NOR,385,26.0,1,1973,26.0,1,1973,0,0,0,,0.0,0.0,0,1,1,4.01
2062,1808,,ARG,160,26.0,1,1973,26.0,1,1973,0,1,1,,0.0,0.0,7,3,1,4.01
2063,1808,,URU,165,26.0,1,1973,26.0,1,1973,1,1,1,,0.0,0.0,7,3,1,4.01
2064,1809,,UGA,500,26.0,6,1975,28.0,6,1975,0,0,0,,0.0,0.0,0,1,1,4.01
2065,1809,,KEN,501,26.0,6,1975,28.0,6,1975,1,1,2,,0.0,0.0,15,4,1,4.01
2066,1810,,CHN,710,25.0,11,1919,30.0,12,1919,0,0,0,,0.0,0.0,0,1,1,4.01
2067,1810,,JPN,740,25.0,11,1919,30.0,12,1919,1,1,2,,0.0,0.0,7,3,1,4.01
2068,1825,,UKG,200,12.0,12,1937,12.0,12,1937,0,0,0,,,,0,1,1,4.01
2069,1825,,JPN,740,12.0,12,1937,12.0,12,1937,1,1,2,,0.0,0.0,16,4,1,4.01
2070,1825,,USA,2,12.0,12,1937,12.0,12,1937,0,0,0,,1.0,,0,1,1,4.01
2071,1900,,UKG,200,31.0,3,1961,31.0,3,1961,0,0,0,,0.0,0.0,0,1,1,4.01
2072,1900,,DEN,390,31.0,3,1961,31.0,3,1961,1,1,2,,0.0,0.0,15,4,1,4.01
2073,2000,,NTH,210,11.0,5,1953,23.0,9,1953,0,0,0,,1.0,,17,4,1,4.01
2074,2000,,INS,850,11.0,5,1953,23.0,9,1953,1,1,1,,1.0,,17,4,1,4.01
2075,2001,,TAW,713,20.0,9,1953,29.0,10,1953,1,0,0,,2.0,,17,4,1,4.01
2076,2001,,MYA,775,20.0,9,1953,29.0,10,1953,0,0,0,,2.0,,17,4,1,4.01
2077,2002,,CHN,710,27.0,5,1960,27.0,5,1960,0,0,0,,0.0,0.0,0,1,1,4.01
2078,2002,,USA,2,27.0,5,1960,27.0,5,1960,1,0,0,,0.0,0.0,7,3,1,4.01
2079,2003,,SPN,230,27.0,4,1866,27.0,4,1866,0,0,0,,0.0,0.0,0,1,1,4.01
2080,2003,,USA,2,27.0,4,1866,27.0,4,1866,1,1,2,,0.0,0.0,1,2,1,4.01
2081,2004,,COL,100,,12,1885,24.0,5,1886,0,0,0,,0.0,0.0,0,1,1,4.01
2082,2004,,ITA,325,,12,1885,24.0,5,1886,1,0,0,,0.0,0.0,7,3,1,4.01
2083,2005,,BRA,140,4.0,2,1903,4.0,2,1903,0,0,0,,0.0,0.0,0,1,1,4.01
2084,2005,,USA,2,4.0,2,1903,4.0,2,1903,1,0,0,,0.0,0.0,1,2,1,4.01
2085,2006,,USA,2,2.0,10,1949,27.0,2,1950,0,0,0,,0.0,0.0,0,1,1,4.01
2086,2006,,TAW,713,2.0,10,1949,27.0,2,1950,1,0,0,,0.0,0.0,15,4,1,4.01
2087,2007,,UKG,200,18.0,10,1949,16.0,11,1949,0,0,0,,0.0,0.0,1,2,1,4.01
2088,2007,,TAW,713,18.0,10,1949,16.0,11,1949,1,0,0,,0.0,0.0,15,4,1,4.01
2089,2008,,UKG,200,5.0,6,1950,15.0,7,1950,0,0,0,,0.0,0.0,17,4,1,4.01
2090,2008,,TAW,713,5.0,6,1950,15.0,7,1950,1,0,0,,0.0,0.0,17,4,1,4.01
2091,2009,,CHN,710,17.0,8,1950,24.0,8,1950,0,0,0,,0.0,0.0,17,4,1,4.01
2092,2009,,UKG,200,17.0,8,1950,24.0,8,1950,1,0,0,,0.0,0.0,17,4,1,4.01
2093,2010,,FRN,220,23.0,11,1950,23.0,11,1950,1,0,0,,1.0,,17,4,1,4.01
2094,2010,,CHN,710,23.0,11,1950,23.0,11,1950,0,0,0,,1.0,,17,4,1,4.01
2095,2012,,ARG,160,,12,1850,,1,1851,1,0,0,,0.0,0.0,13,4,1,4.01
2096,2012,,PAR,150,,12,1850,,1,1851,0,1,2,,0.0,0.0,14,4,1,4.01
2097,2013,,UKG,200,,8,1838,,8,1838,0,1,1,,0.0,0.0,0,1,1,4.01
2098,2013,,BRA,140,,8,1838,,8,1838,1,1,1,,0.0,0.0,14,4,1,4.01
2099,2014,,SPN,230,6.0,12,1864,6.0,12,1864,0,0,0,,0.0,0.0,0,1,1,4.01
2100,2014,,USA,2,6.0,12,1864,6.0,12,1864,1,1,2,,0.0,0.0,1,2,1,4.01
2101,2015,,LAO,812,12.0,6,1966,13.0,6,1966,0,0,0,,0.0,0.0,0,1,1,4.01
2102,2015,,THI,800,12.0,6,1966,13.0,6,1966,1,0,0,,0.0,0.0,16,4,1,4.01
2103,2016,,LAO,812,5.0,5,1969,5.0,5,1969,0,0,0,,0.0,0.0,0,1,1,4.01
2104,2016,,THI,800,5.0,5,1969,5.0,5,1969,1,0,0,,0.0,0.0,7,3,1,4.01
2105,2017,,LAO,812,25.0,2,1970,21.0,3,1970,0,0,0,,0.0,0.0,0,1,1,4.01
2106,2017,,THI,800,25.0,2,1970,21.0,3,1970,1,0,0,,0.0,0.0,8,3,1,4.01
2107,2018,,THI,800,16.0,10,1953,28.0,10,1953,0,0,0,,0.0,0.0,1,2,1,4.01
2108,2018,,MYA,775,16.0,10,1953,28.0,10,1953,1,0,0,,0.0,0.0,16,4,1,4.01
2109,2019,,NTH,210,11.0,2,1957,11.0,2,1957,0,0,0,,0.0,0.0,0,1,1,4.01
2110,2019,,INS,850,11.0,2,1957,11.0,2,1957,1,1,1,,0.0,0.0,1,2,1,4.01
2111,2020,,THI,800,21.0,7,1948,21.0,10,1948,0,0,0,,0.0,0.0,0,1,1,4.01
2112,2020,,FRN,220,21.0,7,1948,21.0,10,1948,1,0,0,,0.0,0.0,16,4,1,4.01
2113,2021,,CHN,710,14.0,12,1949,14.0,12,1949,0,0,0,,0.0,0.0,0,1,1,4.01
2114,2021,,FRN,220,14.0,12,1949,14.0,12,1949,1,0,0,,0.0,0.0,12,3,1,4.01
2115,2022,,FRN,220,15.0,2,1952,7.0,3,1952,0,0,0,,0.0,0.0,0,1,1,4.01
2116,2022,,THI,800,15.0,2,1952,7.0,3,1952,1,0,0,,0.0,0.0,8,3,1,4.01
2117,2023,,THI,800,28.0,3,1954,5.0,4,1954,1,0,0,,0.0,0.0,8,3,1,4.01
2118,2023,,MYA,775,28.0,3,1954,5.0,4,1954,0,0,0,,0.0,0.0,16,4,1,4.01
2119,2024,,THI,800,3.0,3,1955,29.0,3,1955,1,0,0,,0.0,0.0,11,3,1,4.01
2120,2024,,MYA,775,3.0,3,1955,29.0,3,1955,0,0,0,,0.0,0.0,16,4,1,4.01
