,DispNum3,DispNum4,StAbb,ccode,StDay,StMon,StYear,EndDay,EndMon,EndYear,SideA,RevState,RevType1,RevType2,Fatality,FataPre,HiAct,HostLev,Orig,Version
5444,4286,,SUD,625,10.0,3,1993,,3,1993,1,1,1,0.0,0.0,0.0,15,4,1,4.01
5445,4287,,EGY,651,20.0,5,1994,,5,1994,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5446,4287,,SUD,625,20.0,5,1994,,5,1994,1,1,1,0.0,0.0,0.0,15,4,1,4.01
5447,4288,,SUD,625,,3,1996,,3,1996,0,0,0,0.0,,,0,1,1,4.01
5448,4288,,EGY,651,,3,1996,,3,1996,1,1,1,0.0,0.0,0.0,16,4,1,4.01
5449,4289,,IRN,630,18.0,7,1999,18.0,7,1999,0,0,0,0.0,0.0,0.0,11,3,1,4.01
5450,4289,,TUR,640,18.0,7,1999,18.0,7,1999,1,1,2,0.0,0.0,0.0,16,4,1,4.01
5451,4290,,IRN,630,24.0,8,2001,25.0,8,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5452,4290,,TUR,640,24.0,8,2001,25.0,8,2001,1,1,2,0.0,0.0,0.0,7,3,1,4.01
5453,4291,,SYR,652,1.0,10,1998,19.0,11,1998,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5454,4291,,TUR,640,1.0,10,1998,19.0,11,1998,1,1,2,0.0,0.0,0.0,7,3,1,4.01
5455,4292,,IRQ,645,10.0,6,1999,10.0,6,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5456,4292,,IRN,630,10.0,6,1999,10.0,6,1999,1,1,2,0.0,0.0,0.0,16,4,1,4.01
5457,4293,,SAU,670,27.0,6,1995,28.0,6,1995,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5458,4293,,QAT,694,27.0,6,1995,28.0,6,1995,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5459,4295,,CAN,20,31.0,7,2000,6.0,10,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5460,4295,,UKG,200,31.0,7,2000,6.0,10,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5461,4295,,YUG,345,31.0,7,2000,6.0,10,2000,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5462,4296,,NOR,385,30.0,8,2001,30.0,8,2001,0,1,2,0.0,0.0,0.0,0,1,1,4.01
5463,4296,,AUL,900,30.0,8,2001,30.0,8,2001,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5464,4297,,JPN,740,12.0,10,1996,,10,1996,0,1,1,0.0,0.0,0.0,0,1,1,4.01
5465,4297,,RUS,365,12.0,10,1996,,10,1996,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5466,4298,,CRO,344,5.0,8,2000,29.0,9,2000,0,0,0,0.0,0.0,0.0,7,3,1,4.01
5467,4298,,USA,2,26.0,9,2000,29.0,9,2000,0,0,0,0.0,0.0,0.0,7,3,0,4.01
5468,4298,,YUG,345,5.0,8,2000,29.0,9,2000,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5469,4299,,IRQ,645,26.0,6,1993,28.0,6,1993,0,0,0,0.0,,,0,1,1,4.01
5470,4299,,USA,2,26.0,6,1993,28.0,6,1993,1,0,0,0.0,0.0,0.0,16,4,1,4.01
5471,4300,,SIE,451,26.0,1,2001,4.0,6,2001,0,0,0,0.0,0.0,0.0,11,3,1,4.01
5472,4300,,GUI,438,26.0,1,2001,4.0,6,2001,1,1,2,0.0,0.0,0.0,16,4,1,4.01
5473,4301,,LBR,450,,5,2001,,5,2001,0,0,4,0.0,0.0,0.0,0,1,1,4.01
5474,4301,,SIE,451,,5,2001,,5,2001,1,1,4,0.0,0.0,0.0,15,4,1,4.01
5475,4302,,LBR,450,13.0,8,1999,17.0,9,1999,0,1,2,0.0,0.0,0.0,0,1,1,4.01
5476,4302,,GUI,438,13.0,8,1999,17.0,9,1999,1,1,2,0.0,0.0,0.0,8,3,1,4.01
5477,4303,,ANG,540,7.0,1,2001,,12,2001,1,1,2,0.0,1.0,10.0,16,4,1,4.01
5478,4303,,ZAM,551,7.0,1,2001,,12,2001,0,0,0,0.0,0.0,0.0,16,4,1,4.01
5479,4304,,UGA,500,7.0,12,1997,9.0,12,1997,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5480,4304,,SUD,625,7.0,12,1997,9.0,12,1997,1,0,0,0.0,0.0,0.0,12,3,1,4.01
5481,4305,,SUD,625,30.0,10,2001,30.0,10,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5482,4305,,UGA,500,30.0,10,2001,30.0,10,2001,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5483,4306,,CAO,471,1.0,3,2001,6.0,3,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5484,4306,,CEN,482,1.0,3,2001,6.0,3,2001,1,1,1,0.0,0.0,0.0,14,4,1,4.01
5485,4307,,ZAM,551,14.0,4,1994,,9,1994,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5486,4307,,DRC,490,14.0,4,1994,,9,1994,1,0,0,0.0,0.0,0.0,14,4,1,4.01
5487,4308,,MLI,432,8.0,2,1993,8.0,2,1993,0,0,0,0.0,0.0,0.0,17,4,1,4.01
5488,4308,,NIR,436,8.0,2,1993,8.0,2,1993,1,0,0,0.0,1.0,6.0,17,4,1,4.01
5489,4309,,CDI,437,4.0,3,1996,,4,1996,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5490,4309,,GUI,438,4.0,3,1996,,4,1996,1,1,1,0.0,0.0,0.0,14,4,1,4.01
5491,4310,,RWA,517,26.0,3,2001,30.0,10,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5492,4310,,UGA,500,26.0,3,2001,30.0,10,2001,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5493,4311,,BUI,516,16.0,5,2000,,5,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5494,4311,,TAZ,510,16.0,5,2000,,5,2000,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5495,4312,,BEN,434,29.0,4,2000,1.0,5,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5496,4312,,NIR,436,29.0,4,2000,1.0,5,2000,1,1,1,0.0,0.0,0.0,14,4,1,4.01
5497,4313,,BNG,771,29.0,4,2001,30.0,4,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5498,4313,,IND,750,29.0,4,2001,30.0,4,2001,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5499,4314,,THI,800,10.0,2,2001,29.0,4,2001,0,1,2,0.0,0.0,0.0,17,4,1,4.01
5500,4314,,MYA,775,10.0,2,2001,29.0,4,2001,1,0,0,0.0,2.0,,17,4,1,4.01
5501,4315,,TUR,640,20.0,5,1997,,5,1997,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5502,4315,,SYR,652,20.0,5,1997,,5,1997,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5503,4317,,IRN,630,23.0,7,2001,,12,2001,1,1,4,2.0,0.0,0.0,12,3,1,4.01
5504,4317,,AZE,373,23.0,7,2001,,12,2001,0,0,0,0.0,0.0,0.0,8,3,1,4.01
5505,4318,,AZE,373,8.0,3,1995,23.0,2,1996,0,0,0,0.0,,,17,4,1,4.01
5506,4318,,ARM,371,8.0,3,1995,23.0,2,1996,1,0,0,0.0,,,17,4,1,4.01
5507,4319,,AZE,373,15.0,12,1996,14.0,5,1997,0,0,0,0.0,,,17,4,1,4.01
5508,4319,,ARM,371,15.0,12,1996,14.0,5,1997,1,0,0,0.0,,,17,4,1,4.01
5509,4320,20201.0,GRC,350,27.0,12,2000,13.0,5,2003,1,1,1,2.0,0.0,0.0,7,3,1,4.01
5510,4320,20201.0,TUR,640,27.0,12,2000,13.0,5,2003,0,1,1,2.0,0.0,0.0,7,3,1,4.01
5511,4321,,RUS,365,12.0,7,1998,17.0,7,1998,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5512,4321,,NOR,385,12.0,7,1998,17.0,7,1998,1,1,2,0.0,0.0,0.0,15,4,1,4.01
5513,4322,,PRK,731,13.0,8,1999,16.0,8,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5514,4322,,JPN,740,13.0,8,1999,16.0,8,1999,1,1,2,0.0,0.0,0.0,8,3,1,4.01
5515,4323,,GRC,350,17.0,3,1997,3.0,4,1997,0,1,2,1.0,0.0,0.0,0,1,1,4.01
5516,4323,,TUR,640,17.0,3,1997,3.0,4,1997,1,1,2,1.0,0.0,0.0,12,3,1,4.01
5517,4324,,IRQ,645,25.0,7,2000,,1,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5518,4324,,TUR,640,25.0,7,2000,,1,2001,1,1,2,0.0,0.0,0.0,16,4,1,4.01
5519,4325,50203.0,TUR,640,25.0,8,2001,5.0,7,2003,1,1,2,0.0,1.0,19.0,16,4,1,4.01
5520,4325,50203.0,IRQ,645,25.0,8,2001,5.0,7,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5521,4327,,NIC,93,,3,2001,,3,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5522,4327,,HON,91,,3,2001,,3,2001,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5523,4328,,CHN,710,,9,1998,,9,1998,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5524,4328,,VTM,816,,9,1998,,9,1998,1,1,1,0.0,0.0,0.0,7,3,1,4.01
5525,4329,,VTM,816,,8,1998,,8,1998,0,1,1,0.0,0.0,0.0,0,1,1,4.01
5526,4329,,PHI,840,,8,1998,,8,1998,1,0,0,0.0,0.0,0.0,7,3,1,4.01
5527,4330,,PHI,840,30.0,10,1999,30.0,10,1999,0,1,1,0.0,0.0,0.0,0,1,1,4.01
5528,4330,,VTM,816,30.0,10,1999,30.0,10,1999,1,1,1,0.0,0.0,0.0,16,4,1,4.01
5529,4331,,VTM,816,16.0,4,1994,28.0,4,1994,0,1,1,0.0,0.0,0.0,0,1,1,4.01
5530,4331,,TAW,713,16.0,4,1994,28.0,4,1994,1,0,0,0.0,0.0,0.0,7,3,1,4.01
5531,4332,,YUG,345,17.0,2,1994,20.0,2,1994,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5532,4332,,HUN,310,17.0,2,1994,20.0,2,1994,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5533,4333,,BOS,346,,1,1994,,1,1994,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5534,4333,,YUG,345,,1,1994,,1,1994,1,1,1,0.0,0.0,0.0,7,3,1,4.01
5535,4334,,RUS,365,11.0,6,1999,11.0,6,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5536,4334,,UKG,200,11.0,6,1999,11.0,6,1999,1,1,2,0.0,0.0,0.0,8,3,1,4.01
5537,4335,,RUS,365,24.0,6,1999,24.0,6,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5538,4335,,NOR,385,24.0,6,1999,24.0,6,1999,1,0,0,0.0,0.0,0.0,7,3,1,4.01
5539,4336,,USA,2,23.0,3,2001,23.0,3,2001,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5540,4336,,CHN,710,23.0,3,2001,23.0,3,2001,1,1,2,0.0,0.0,0.0,7,3,1,4.01
5541,4337,,TUR,640,20.0,5,1997,,5,1997,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5542,4337,,IRN,630,20.0,5,1997,,5,1997,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5543,4338,,AZE,373,19.0,3,1999,30.0,3,1999,1,1,2,0.0,0.0,0.0,15,4,1,4.01
5544,4338,,RUS,365,19.0,3,1999,30.0,3,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5545,4339,,ANG,540,19.0,8,1998,3.0,6,2001,1,0,0,0.0,,,20,5,0,4.01
5546,4339,,CHA,483,29.0,9,1998,30.0,4,1999,1,0,0,0.0,,,21,5,0,4.01
5547,4339,,DRC,490,,8,1998,3.0,6,2001,1,0,0,0.0,,,20,5,1,4.01
5548,4339,,NAM,565,,8,1998,3.0,6,2001,1,0,0,0.0,,,20,5,0,4.01
5549,4339,,RWA,517,,8,1998,3.0,6,2001,0,1,2,3.0,,,21,5,1,4.01
5550,4339,,UGA,500,,8,1998,3.0,6,2001,0,1,2,3.0,,,21,5,0,4.01
5551,4339,,ZIM,552,21.0,8,1998,3.0,6,2001,1,0,0,0.0,,,20,5,0,4.01
5552,4340,,CRO,344,24.0,1,1993,20.0,2,1993,0,0,0,0.0,0.0,0.0,16,4,1,4.01
5553,4340,,YUG,345,24.0,1,1993,20.0,2,1993,1,1,1,2.0,1.0,1.0,12,3,1,4.01
5554,4341,,BOS,346,5.0,6,1993,2.0,3,1994,0,0,0,0.0,4.0,,17,4,1,4.01
5555,4341,,CRO,344,5.0,6,1993,2.0,3,1994,1,1,1,2.0,3.0,,17,4,1,4.01
5556,4342,,BEL,211,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5557,4342,,CAN,20,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5558,4342,,DEN,390,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5559,4342,,FRN,220,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5560,4342,,GMY,255,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5561,4342,,ITA,325,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5562,4342,,NOR,385,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5563,4342,,NTH,210,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5564,4342,,POR,235,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5565,4342,,RUS,365,8.0,4,1999,19.0,4,1999,1,1,2,0.0,0.0,0.0,8,3,1,4.01
5566,4342,,SPN,230,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5567,4342,,TUR,640,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5568,4342,,UKG,200,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5569,4342,,USA,2,8.0,4,1999,19.0,4,1999,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5570,4343,,ARG,160,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5571,4343,,AUS,305,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5572,4343,,AZE,373,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5573,4343,,BEL,211,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5574,4343,,BUL,355,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5575,4343,,CAN,20,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5576,4343,,CZR,316,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5577,4343,,DEN,390,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5578,4343,,EST,366,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5579,4343,,FIN,375,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5580,4343,,FRN,220,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5581,4343,,GMY,255,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5582,4343,,GRC,350,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5583,4343,,GRG,372,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5584,4343,,HUN,310,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5585,4343,,ICE,395,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5586,4343,,IRE,205,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5587,4343,,ITA,325,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5588,4343,,JOR,663,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5589,4343,,LIT,368,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5590,4343,,LUX,212,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5591,4343,,MOR,600,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5592,4343,,NOR,385,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5593,4343,,NTH,210,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5594,4343,,POL,290,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5595,4343,,POR,235,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5596,4343,,RUS,365,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5597,4343,,SLO,317,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5598,4343,,SLV,349,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5599,4343,,SPN,230,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5600,4343,,SWD,380,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5601,4343,,SWZ,225,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5602,4343,,TUR,640,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5603,4343,,UAE,696,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5604,4343,,UKG,200,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5605,4343,,UKR,369,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5606,4343,,USA,2,24.0,11,2000,28.0,11,2000,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5607,4343,,YUG,345,24.0,11,2000,28.0,11,2000,1,1,2,0.0,0.0,0.0,7,3,1,4.01
5608,4344,,TUR,640,15.0,4,1999,,4,1999,0,0,0,0.0,0.0,0.0,11,1,0,4.01
5609,4344,,RUS,365,15.0,4,1999,,4,1999,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5610,4345,10201.0,ETH,530,6.0,1,2002,26.0,12,2002,1,1,3,0.0,,,16,4,1,4.01
5611,4345,10201.0,SOM,520,6.0,1,2002,26.0,12,2002,0,0,0,0.0,,,0,4,1,4.01
5612,4346,10202.0,ETH,530,23.0,1,2002,4.0,2,2002,1,0,0,0.0,0.0,0.0,14,4,1,4.01
5613,4346,10202.0,KEN,501,23.0,1,2002,4.0,2,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5614,4347,10203.0,RWA,517,25.0,1,2002,31.0,7,2002,1,1,2,4.0,,,16,4,1,4.01
5615,4347,10203.0,DRC,490,25.0,1,2002,31.0,7,2002,0,0,0,0.0,,,0,1,1,4.01
5616,4348,10204.0,SIE,451,27.0,1,2002,3.0,6,2002,1,1,2,0.0,0.0,0.0,15,4,1,4.01
5617,4348,10204.0,LBR,450,27.0,1,2002,3.0,6,2002,0,0,0,0.0,0.0,0.0,12,3,1,4.01
5618,4349,10205.0,SUD,625,19.0,3,2002,18.0,10,2002,1,1,2,0.0,,,17,4,1,4.01
5619,4349,10205.0,ERI,531,19.0,3,2002,18.0,10,2002,0,1,3,0.0,,,17,4,1,4.01
5620,4350,10206.0,UGA,500,1.0,7,2002,1.0,7,2002,1,0,0,0.0,1.0,1.0,16,4,1,4.01
5621,4350,10206.0,KEN,501,1.0,7,2002,1.0,7,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5622,4351,10207.0,SEN,433,7.0,7,2002,7.0,7,2002,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5623,4351,10207.0,GAM,420,7.0,7,2002,7.0,7,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5624,4352,10208.0,MOR,600,11.0,7,2002,18.0,7,2002,1,1,1,0.0,0.0,0.0,14,4,1,4.01
5625,4352,10208.0,SPN,230,11.0,7,2002,18.0,7,2002,0,0,0,0.0,0.0,0.0,7,3,1,4.01
5626,4353,10209.0,TAZ,510,25.0,7,2002,25.0,7,2002,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5627,4353,10209.0,BUI,516,25.0,7,2002,25.0,7,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5628,4354,10210.0,UKG,200,26.0,8,2002,26.0,8,2002,1,1,2,0.0,0.0,0.0,1,2,1,4.01
5629,4354,10210.0,ZIM,552,26.0,8,2002,26.0,8,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5630,4355,10211.0,ETH,530,2.0,9,2002,5.0,9,2002,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5631,4355,10211.0,ERI,531,2.0,9,2002,5.0,9,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5632,4356,10212.0,RWA,517,4.0,9,2002,30.0,9,2003,1,1,2,0.0,0.0,0.0,14,4,1,4.01
5633,4356,10212.0,DRC,490,4.0,9,2002,30.0,9,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5634,4356,10212.0,UGA,500,11.0,3,2003,11.0,3,2003,0,1,2,0.0,0.0,0.0,1,2,1,4.01
5635,4357,10213.0,ANG,540,30.0,10,2002,30.0,10,2002,1,0,0,0.0,0.0,0.0,16,4,1,4.01
5636,4357,10213.0,DRC,490,30.0,10,2002,30.0,10,2002,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5637,4358,10214.0,LBR,450,2.0,12,2002,22.0,1,2003,1,1,2,0.0,0.0,0.0,16,4,1,4.01
5638,4358,10214.0,CDI,437,2.0,12,2002,22.0,1,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5639,4359,10215.0,LIB,620,12.0,12,2002,12.0,6,2003,1,1,3,0.0,0.0,0.0,14,4,1,4.01
5640,4359,10215.0,DRC,490,12.0,12,2002,12.0,6,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5641,4360,10301.0,SUD,625,24.0,7,2003,29.0,7,2003,1,0,0,0.0,0.0,0.0,15,4,1,4.01
5642,4360,10301.0,RUS,365,24.0,7,2003,29.0,7,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5643,4361,10302.0,ALG,615,4.0,10,2003,4.0,10,2003,1,0,0,0.0,0.0,0.0,12,3,1,4.01
5644,4361,10302.0,MLI,432,4.0,10,2003,4.0,10,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5645,4362,10303.0,ETH,530,1.0,11,2003,27.0,11,2003,1,1,1,0.0,0.0,0.0,17,4,1,4.01
5646,4362,10303.0,ERI,531,1.0,11,2003,27.0,11,2003,0,0,0,0.0,1.0,1.0,17,4,1,4.01
5647,4363,10304.0,ETH,530,1.0,11,2003,1.0,11,2003,1,0,0,0.0,0.0,0.0,16,4,1,4.01
5648,4363,10304.0,KEN,501,1.0,11,2003,1.0,11,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5649,4364,10305.0,MLI,432,26.0,12,2003,26.0,12,2003,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5650,4364,10305.0,MAA,435,26.0,12,2003,26.0,12,2003,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5651,4365,10401.0,RWA,517,21.0,4,2004,21.0,4,2004,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5652,4365,10401.0,BUI,516,21.0,4,2004,21.0,4,2004,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5653,4366,10402.0,RWA,517,24.0,4,2004,17.0,12,2004,1,1,2,0.0,0.0,0.0,14,4,1,4.01
5654,4366,10402.0,DRC,490,24.0,4,2004,17.0,12,2004,0,1,2,0.0,0.0,0.0,16,4,1,4.01
5655,4366,10402.0,BUI,516,13.0,8,2004,13.0,8,2004,1,1,2,0.0,0.0,0.0,3,2,0,4.01
5656,4367,10403.0,SUD,625,29.0,4,2004,30.0,1,2005,1,0,0,0.0,0.0,0.0,17,4,1,4.01
5657,4367,10403.0,CHA,483,29.0,4,2004,30.0,1,2005,0,1,2,0.0,1.0,1.0,17,4,1,4.01
5658,4367,10403.0,FRN,220,30.0,7,2004,30.0,1,2005,0,1,2,0.0,0.0,0.0,7,3,0,4.01
5659,4368,10404.0,ZAM,551,3.0,6,2004,3.0,6,2004,1,0,0,0.0,0.0,0.0,8,3,1,4.01
5660,4368,10404.0,DRC,490,3.0,6,2004,3.0,6,2004,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5661,4369,10405.0,KEN,501,14.0,7,2004,14.0,7,2004,1,1,2,0.0,0.0,0.0,11,3,1,4.01
5662,4369,10405.0,ETH,530,14.0,7,2004,14.0,7,2004,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5663,4370,10406.0,ERI,531,30.0,10,2004,30.0,4,2005,1,1,2,0.0,0.0,0.0,14,4,1,4.01
5664,4370,10406.0,SUD,625,30.0,10,2004,30.0,4,2005,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5665,4371,10407.0,CDI,437,6.0,11,2004,6.0,5,2005,1,1,2,0.0,0.0,0.0,17,4,1,4.01
5666,4371,10407.0,FRN,220,6.0,11,2004,6.0,5,2005,0,1,2,0.0,1.0,9.0,17,4,1,4.01
5667,4371,10407.0,USA,2,6.0,11,2004,6.0,11,2004,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5668,4372,10408.0,UGA,500,2.0,12,2004,4.0,12,2004,1,1,2,0.0,1.0,,17,4,1,4.01
5669,4372,10408.0,RWA,517,2.0,12,2004,4.0,12,2004,0,0,0,0.0,1.0,,17,4,1,4.01
5670,4373,10501.0,KEN,501,4.0,1,2005,17.0,3,2005,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5671,4373,10501.0,SOM,520,4.0,1,2005,17.0,3,2005,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5672,4374,10502.0,ETH,530,18.0,1,2005,7.0,3,2005,1,0,0,0.0,0.0,0.0,16,4,1,4.01
5673,4374,10502.0,KEN,501,18.0,1,2005,7.0,3,2005,0,1,2,0.0,0.0,0.0,11,3,1,4.01
5674,4375,10503.0,ETH,530,17.0,2,2005,24.0,3,2005,1,1,1,0.0,0.0,0.0,11,3,1,4.01
5675,4375,10503.0,ERI,531,17.0,2,2005,24.0,3,2005,0,1,1,0.0,0.0,0.0,8,3,1,4.01
5676,4376,10504.0,ETH,530,13.0,3,2005,13.0,3,2005,1,0,0,0.0,0.0,0.0,11,3,1,4.01
5677,4376,10504.0,SOM,520,13.0,3,2005,13.0,3,2005,0,0,0,0.0,0.0,0.0,0,1,1,4.01
5678,4377,10505.0,ANG,540,23.0,3,2005,23.0,3,2005,1,0,0,0.0,0.0,0.0,11,3,1,4.01
